image_id,category,license,dataset_name,image_path,description,source_url,data_kind,is_external_reference
HF-JEWELRY-3524,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/Cheerful-Diamond-Drop-Earrings-1.jpg,Pair of gold earrings with diamond flower and crescent accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3525,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/China-Supplier-Gold-Jhumka-Women-Silk-Thread.jpg_350x350.jpg,A pair of gold hoop earrings with dangling blue silk tassels.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3526,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/DE06400200_hero.jpeg,A pair of diamond hoop earrings with a continuous pave setting.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3527,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/Diamond-Earrings-SMT337_GF-600x600.jpg,"Close-up shot of a pair of gold earrings with small diamonds, shaped like stylized flowers.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3528,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/Diamond-Earrings-T7743_GF-600x600.jpg,"A pair of ornate diamond earrings with floral designs, hanging from teardrop-shaped settings.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3529,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/DIDE0015_1Y.jpg,Pair of diamond and gold flower-shaped earrings.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3530,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/Dubai-payal-gold-plated-design-jewelries-set.jpg_350x350.jpg,A gold-colored heart-shaped pendant and matching earrings set against a white background.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3531,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/E747-yellow-gold-18k-heart-shape-two-heart-cute-earring-the-lastest-designs-hotsale-cute-earrings.jpg,Rose gold heart-shaped earrings with crystal accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3532,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/EADPCLSMMAQ_263962_1_Masked.png,"A pair of diamond earrings shaped like four-petaled flowers, set against a solid teal background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3533,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/EADPRDMDLK_290184_35365_1_Masked.png,Close-up shot of a pair of diamond-encrusted chain earrings against a solid teal background.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3534,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/EADPRDXLLP_234205_1_Masked.png,"A pair of pear-shaped diamond drop earrings, set against a black background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3535,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/EADPRPDRL4C_352777_white_1n_mobile.png,"A pair of elegant diamond drop earrings with a clover-shaped top and pear-shaped bottom, set against a black background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3536,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/EADRRDLGHWL-455599-trans-3h.png,Rose gold diamond earrings with HW logo.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3537,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring-18-gold.jpg,"Pair of gold floral earrings with twisted stems and dangling flowers, isolated on white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3538,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/Earrings_PDRSVE016_01-600x600.jpg,A pair of sterling silver dangle earrings featuring purple crystal snowflakes and holly designs.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3539,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_1.jpg,A pair of silver lotus flower earrings with small clear gemstones.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3540,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_10.jpg,"A pair of elegant gold earrings featuring a delicate filigree design, a small diamond, and a single pearl drop.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3541,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_100.jpg,"A pair of elegant gold earrings featuring a textured, geometric design accented with small diamonds and dangling amethyst pear-shaped drops.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3542,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_101.jpg,Elegant gold and white gold teardrop earrings with blue sapphires and textured metallic accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3543,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_102.jpg,Elegant gold earrings with a delicate floral design featuring small diamonds and ruby accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3544,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_103.jpg,A pair of elegant gold teardrop earrings with small diamonds and textured detailing.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3545,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_104.jpg,"Pair of gold earrings with a geometric diamond shape, a small green gemstone, and a gold pearl drop.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3546,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_105.jpg,A pair of gold flower-shaped earrings with pear-shaped peridot gemstones and small diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3547,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_106.jpg,"A pair of gold flower-shaped earrings with small diamonds in the center, each earring features three small gold balls above the flower.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3548,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_107.jpg,"A pair of elegant gold, white gold, and rose gold dangle earrings featuring three textured flower-shaped charms on each earring.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3549,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_108.jpg,A pair of elegant gold drop earrings with small diamonds set along one side of each teardrop-shaped pendant.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3550,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_109.jpg,Pair of elegant teardrop earrings in white gold and rose gold with swirl detailing and diamond accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3551,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_11.jpg,A pair of elegant gold drop earrings with diamond accents and a cutout floral design.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3552,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_110.jpg,A pair of gold paisley-shaped drop earrings with small diamonds set in intricate filigree.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3553,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_111.jpg,Rose gold butterfly earrings with small clear diamonds down the center.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3554,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_112.jpg,A pair of rose gold and white gold butterfly earrings adorned with small diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3555,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_113.jpg,"A pair of gold heart-shaped earrings with diamond accents, dangling from delicate hooks.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3556,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_114.jpg,"A pair of elegant gold earrings with a four-leaf clover design, adorned with small, clear diamonds.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3557,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_115.jpg,"A pair of elegant drop earrings featuring pear-shaped aquamarine gemstones, diamond accents, and delicate gold flower details.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3558,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_116.jpg,A pair of gold heart-shaped earrings with a pearl in the center and small diamonds on the top.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3559,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_117.jpg,A pair of elegant gold earrings featuring swirling designs and sparkling diamond flower accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3560,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_118.jpg,A pair of elegant gold earrings with dangling diamond floral accents and pear-shaped drops.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3561,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_119.jpg,"A pair of elegant gold earrings featuring light blue teardrop-shaped stones, intricate floral designs, and small diamonds.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3562,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_12.jpg,A pair of elegant gold drop earrings with intricate filigree designs and small diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3563,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_120.jpg,Pair of elegant black onyx drop earrings with gold filigree and small diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3564,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_121.jpg,"A pair of elegant, long gold earrings with a spiral design encrusted with small diamonds.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3565,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_122.jpg,A pair of elegant gold earrings featuring three diamond flower clusters arranged in a curved line.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3566,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_123.jpg,"A pair of elegant gold teardrop earrings with embedded diamonds, showcasing intricate double-layered design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3567,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_124.jpg,Rose gold hoop earrings with pave diamond accents in the shape of hearts.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3568,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_125.jpg,A pair of elegant gold earrings featuring an infinity-shaped design adorned with sparkling diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3569,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_126.jpg,"A pair of elegant gold drop earrings adorned with sparkling pave-set diamonds, featuring a swirling, flame-like design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3570,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_127.jpg,A pair of elegant gold earrings with a diamond-encrusted infinity design.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3571,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_128.jpg,"A pair of elegant gold teardrop earrings adorned with sparkling diamonds, featuring swirling, ornate designs.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3572,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_129.jpg,"A pair of elegant gold teardrop earrings adorned with sparkling diamonds, set against a clean white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3573,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_13.jpg,A pair of elegant rose gold earrings with swirling designs and small diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3574,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_130.jpg,"A pair of elegant gold drop earrings adorned with small, sparkling diamonds, arranged in a teardrop and linear pattern.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3575,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_131.jpg,A pair of elegant gold and diamond earrings with curved stems and square-cut diamond drops.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3576,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_132.jpg,Pair of gold drop earrings with intertwined design and small diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3577,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_133.jpg,"A pair of elegant silver earrings with infinity-shaped designs and small, sparkling cluster gemstones.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3578,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_134.jpg,"A pair of elegant silver drop earrings featuring intertwined, flame-like designs set with sparkling diamonds.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3579,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_135.jpg,"A pair of elegant gold drop earrings adorned with small, sparkling diamonds, set against a clean white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3580,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_136.jpg,"A pair of elegant silver infinity earrings featuring a small, square cluster of diamonds at the center of each.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3581,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_137.jpg,"A pair of rose gold teardrop earrings with small, clustered diamonds set in the center of each.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3582,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_138.jpg,"A pair of elegant, teardrop-shaped diamond earrings with intricate, filigree settings.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3583,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_139.jpg,"A pair of elegant diamond earrings with square halo settings, hanging from delicate chains.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3584,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_14.jpg,"A pair of elegant silver earrings featuring pear-shaped blue sapphires and smaller round diamonds, set in a stylized, leaf-like design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3585,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_140.jpg,A pair of elegant sterling silver drop earrings featuring cascading pear-shaped diamond accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3586,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_141.jpg,"A pair of elegant gold earrings featuring pear-shaped ruby gemstones surrounded by smaller diamonds, set in a delicate, ornate design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3587,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_142.jpg,A pair of elegant gold earrings featuring light purple and light blue faceted gemstone drops.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3588,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_143.jpg,A pair of elegant gold drop earrings featuring red garnet and blue topaz gemstones.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3589,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_144.jpg,"A pair of elegant gold earrings featuring green and yellow gemstones, with a dangling chain design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3590,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_145.jpg,"A pair of elegant gold earrings featuring a diamond-studded square design with a swirling, intertwined detail.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3591,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_146.jpg,"A pair of elegant diamond drop earrings with oval frames, featuring smaller diamonds encircling a central cluster.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3592,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_147.jpg,"A pair of elegant gold earrings adorned with small, sparkling diamonds, intricately designed with a swirling, knot-like pattern.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3593,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_148.jpg,"A pair of gold and diamond earrings with a floral, filigree design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3594,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_149.jpg,A pair of elegant silver dangle earrings with intertwined designs and sparkling diamond clusters.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3595,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_15.jpg,A pair of elegant gold earrings featuring emerald and sapphire gemstones arranged in a floral design.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3596,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_150.jpg,"A pair of elegant gold jhumka earrings adorned with numerous sparkling diamonds, ideal for generating images of intricate diamond jewelry.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3597,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_151.jpg,"Pair of elegant gold and white diamond earrings with a pearl drop, featuring a diamond-encrusted filigree rhombus design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3598,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_152.jpg,"A pair of elegant gold earrings with diamond accents, featuring a flowing, flame-like design and teardrop pendants.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3599,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_153.jpg,"A pair of elegant gold earrings adorned with sparkling diamonds, featuring a crescent moon and teardrop design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3600,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_154.jpg,A pair of elegant gold earrings featuring a curved stem and a dangling flower-shaped cluster of diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3601,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_155.jpg,"A pair of elegant gold earrings with curved designs encrusted with sparkling diamonds, featuring teardrop-shaped diamond pendants.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3602,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_156.jpg,A pair of elegant gold earrings with a swirling design and small diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3603,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_157.jpg,A pair of gold swan-shaped drop earrings with small diamond accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3604,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_158.jpg,A pair of elegant gold drop earrings with intricate cut-out designs and a small central diamond.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3605,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_159.jpg,"Pair of gold filigree earrings shaped like stylized feathers, each adorned with two small clear gemstones.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3606,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_16.jpg,"Elegant gold earrings with pearl drops and diamond accents, styled on a white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3607,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_160.jpg,Pair of gold flower-shaped dangle earrings with small diamonds.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3608,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_161.jpg,"A pair of gold teardrop earrings adorned with small flower-shaped embellishments and a single, dangling, topaz-like gemstone.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3609,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_162.jpg,"A pair of elegant gold earrings featuring a leaf-shaped design, small floral accents, and a single pearl dangling from each.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3610,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_163.jpg,A pair of gold earrings with pleated flower-shaped pendants and small diamond accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3611,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_164.jpg,A pair of gold earrings with a leaf-like design and a small diamond accent.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3612,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_165.jpg,"A pair of elegant gold drop earrings featuring black onyx stones and intricate filigree detailing, accented with small diamonds on the hoops.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3613,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_166.jpg,"A pair of elegant teardrop-shaped gold earrings featuring mother-of-pearl insets and intricate floral filigree detailing, accented with small diamond clusters at the tops.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3614,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_167.jpg,"A pair of elegant teardrop-shaped gold earrings featuring mother-of-pearl inlays, intricate floral designs, and sparkling diamond accents.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3615,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_168.jpg,"A pair of elegant gold earrings with black teardrop-shaped stones and intricate filigree detailing, accented by small diamonds.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3616,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_169.jpg,A pair of elegant black and gold drop earrings with Art Deco-inspired geometric designs and small diamond accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3617,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_17.jpg,"A pair of elegant pearl earrings with gold, swirling wire detailing hanging from hook closures.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3618,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_170.jpg,A pair of elegant gold diamond earrings with floral and circular motifs hanging from a teardrop-shaped pendant.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3619,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_171.jpg,"A pair of elegant white gold drop earrings featuring round clusters of small, sparkling diamonds.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3620,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_172.jpg,"A pair of elegant earrings featuring three vertically stacked, textured flower blossoms in yellow, white, and rose gold, each adorned with a small diamond.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3621,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_173.jpg,"A pair of rose gold earrings featuring amethyst cabochons set in intricate leaf-shaped designs, accented with small diamonds.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3622,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_174.jpg,"A pair of elegant, long drop earrings with a gold and silver filigree design featuring clear cubic zirconia stones.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3623,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_175.jpg,A pair of elegant gold teardrop earrings with intricate filigree designs and small diamond accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3624,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_176.jpg,Pair of gold teardrop earrings with intricate filigree detailing and a central diamond.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3625,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_177.jpg,"Pair of gold filigree flower earrings with small diamond centers, reflected on a white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3626,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_178.jpg,"Pair of gold peacock earrings with diamond and ruby accents, intricate filigree design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3627,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_179.jpg,"Close-up shot of a pair of elegant gold earrings adorned with sparkling diamond floral clusters, twisted teardrop design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3628,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_18.jpg,A pair of elegant gold hoop earrings adorned with small diamonds and dangling creamy white pearls.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3629,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_180.jpg,"A pair of elegant gold earrings with intertwined leaf-shaped designs, embellished with sparkling diamonds.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3630,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_181.jpg,"Pair of elegant gold and diamond earrings with a flowing, leaf-like design, featuring small round-cut diamonds set in gold.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3631,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_182.jpg,"Elegant pair of gold and diamond drop earrings with intricate, swirling leaf-like designs.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-3632,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/earring_183.jpg,"A pair of elegant gold diamond drop earrings with leaf-shaped designs, set against a white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
