external_id,name,category,material,plating,color,size,style,gender,stone,moq,reference_price,currency,image_url,source_url,source_name,data_kind,is_external_reference
JW-D41DC7D3-07,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Purple CZ 17 cm,jewelry,316,PVD,,,,unisex,,1,4.7,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v6_d6adfb23.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-07,Jewena,external_reference,true
JW-D41DC7D3-08,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Champagne CZ 17 cm,jewelry,316,PVD,,,,unisex,,1,4.7,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v7_5c7e05ff.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-08,Jewena,external_reference,true
JW-D41DC7D3-09,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Multicolor CZ 37 cm,jewelry,316,PVD,,,,unisex,,1,6.9,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v8_a2793047.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-09,Jewena,external_reference,true
JW-D41DC7D3-10,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Emerald-Green CZ 37 cm,jewelry,316,PVD,,,,unisex,,1,6.9,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v9_7a554847.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-10,Jewena,external_reference,true
JW-D41DC7D3-11,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - White CZ 37 cm,jewelry,316,PVD,,,,unisex,,1,6.9,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v10_e2e5e984.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-11,Jewena,external_reference,true
JW-D41DC7D3-12,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Pink CZ 37 cm,jewelry,316,PVD,,,,unisex,,1,6.9,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v11_ab71802a.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-12,Jewena,external_reference,true
JW-D41DC7D3-13,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Black CZ 37 cm,jewelry,316,PVD,,,,unisex,,1,6.9,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v12_a9846cf7.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-13,Jewena,external_reference,true
JW-D41DC7D3-14,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Champagne CZ 37 cm,jewelry,316,PVD,,,,unisex,,1,6.9,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v13_f79f461b.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-14,Jewena,external_reference,true
JW-D41DC7D3-15,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Red CZ 37 cm,jewelry,316,PVD,,,,unisex,,1,6.9,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v14_8840987f.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-15,Jewena,external_reference,true
JW-D41DC7D3-16,Radiant Gold PVD 316 Stainless Steel Round CZ Tennis Jewelry Set - Purple CZ 37 cm,jewelry,316,PVD,,,,unisex,,1,6.9,USD,https://jewena.com/static/products/d7/JW-D41DC7D3/v15_8840987f.webp,https://jewena.com/products/radiant-gold-plated-316-round-cz-tennis-jewelry-set?variant=JW-D41DC7D3-16,Jewena,external_reference,true
JW-18F5F2D0-01,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Clear Glass / 6,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v0_9c06e525.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-01,Jewena,external_reference,true
JW-18F5F2D0-02,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Clear Glass / 7,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v0_9c06e525.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-02,Jewena,external_reference,true
JW-18F5F2D0-03,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Clear Glass / 8,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v0_9c06e525.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-03,Jewena,external_reference,true
JW-18F5F2D0-04,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Red Glass / 6,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v1_406adf16.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-04,Jewena,external_reference,true
JW-18F5F2D0-05,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Red Glass / 7,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v1_406adf16.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-05,Jewena,external_reference,true
JW-18F5F2D0-06,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Red Glass / 8,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v1_406adf16.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-06,Jewena,external_reference,true
JW-18F5F2D0-07,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Green Glass / 6,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v2_4d868d6d.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-07,Jewena,external_reference,true
JW-18F5F2D0-08,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Green Glass / 7,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v2_4d868d6d.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-08,Jewena,external_reference,true
JW-18F5F2D0-09,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Green Glass / 8,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v2_4d868d6d.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-09,Jewena,external_reference,true
JW-18F5F2D0-10,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Champagne Glass / 6,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v3_bdef7b8f.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-10,Jewena,external_reference,true
JW-18F5F2D0-11,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Champagne Glass / 7,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v3_bdef7b8f.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-11,Jewena,external_reference,true
JW-18F5F2D0-12,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Champagne Glass / 8,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v3_bdef7b8f.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-12,Jewena,external_reference,true
JW-18F5F2D0-13,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Clear CZ / 6,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v4_b6e8a0e7.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-13,Jewena,external_reference,true
JW-18F5F2D0-14,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Clear CZ / 7,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v4_b6e8a0e7.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-14,Jewena,external_reference,true
JW-18F5F2D0-15,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Clear CZ / 8,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v4_b6e8a0e7.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-15,Jewena,external_reference,true
JW-18F5F2D0-16,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Red CZ / 6,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v5_1e3aaf85.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-16,Jewena,external_reference,true
JW-18F5F2D0-17,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Red CZ / 7,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v5_1e3aaf85.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-17,Jewena,external_reference,true
JW-18F5F2D0-18,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Red CZ / 8,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v5_1e3aaf85.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-18,Jewena,external_reference,true
JW-18F5F2D0-19,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Green CZ / 6,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v6_c21cc099.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-19,Jewena,external_reference,true
JW-18F5F2D0-20,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Green CZ / 7,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v6_c21cc099.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-20,Jewena,external_reference,true
JW-18F5F2D0-21,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Green CZ / 8,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v6_c21cc099.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-21,Jewena,external_reference,true
JW-18F5F2D0-22,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Brown CZ / 6,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v7_0889542d.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-22,Jewena,external_reference,true
JW-18F5F2D0-23,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Brown CZ / 7,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v7_0889542d.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-23,Jewena,external_reference,true
JW-18F5F2D0-24,Refined Gold PVD 316 Stainless Steel Baguette & Oval Crystal Ring - Gold Brown CZ / 8,ring,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/e8/JW-18F5F2D0/v7_0889542d.webp,https://jewena.com/products/refined-gold-plated-316-baguette-oval-crystal-ring?variant=JW-18F5F2D0-24,Jewena,external_reference,true
JW-40D5333D-01,Dainty Gold PVD 316 Stainless Steel Butterfly Pavé Jewelry Set - Gold Butterfly 40+5 cm,jewelry,316,PVD,,,,unisex,,1,3.25,USD,https://jewena.com/static/products/05/JW-40D5333D/v0_d05d71e1.webp,https://jewena.com/products/dainty-gold-plated-316-butterfly-pave-jewelry-set?variant=JW-40D5333D-01,Jewena,external_reference,true
JW-40D5333D-02,Dainty Gold PVD 316 Stainless Steel Butterfly Pavé Jewelry Set - Silver Butterfly 40+5 cm,jewelry,316,PVD,,,,unisex,,1,2.94,USD,https://jewena.com/static/products/05/JW-40D5333D/v1_b58871b4.webp,https://jewena.com/products/dainty-gold-plated-316-butterfly-pave-jewelry-set?variant=JW-40D5333D-02,Jewena,external_reference,true
JW-40D5333D-03,Dainty Gold PVD 316 Stainless Steel Butterfly Pavé Jewelry Set - Gold Butterfly 13+5 cm,jewelry,316,PVD,,,,unisex,,1,3.2,USD,https://jewena.com/static/products/05/JW-40D5333D/v2_c6461ec7.webp,https://jewena.com/products/dainty-gold-plated-316-butterfly-pave-jewelry-set?variant=JW-40D5333D-03,Jewena,external_reference,true
JW-40D5333D-04,Dainty Gold PVD 316 Stainless Steel Butterfly Pavé Jewelry Set - Silver Butterfly 13+5 cm,jewelry,316,PVD,,,,unisex,,1,2.89,USD,https://jewena.com/static/products/05/JW-40D5333D/v3_c4ce5171.webp,https://jewena.com/products/dainty-gold-plated-316-butterfly-pave-jewelry-set?variant=JW-40D5333D-04,Jewena,external_reference,true
JW-EAD8C0C2-01,Sleek 18K Gold PVD 316 Stainless Steel Flat Herringbone Chain Jewelry Set - Gold 37+8 cm,ring,316,PVD,,,,unisex,,1,2.59,USD,https://jewena.com/static/products/2d/JW-EAD8C0C2/v0_a2b6b026.webp,https://jewena.com/products/sleek-18k-gold-plated-316-flat-herringbone-chain-jewelry-set?variant=JW-EAD8C0C2-01,Jewena,external_reference,true
JW-EAD8C0C2-02,Sleek 18K Gold PVD 316 Stainless Steel Flat Herringbone Chain Jewelry Set - Silver 37+8 cm,ring,316,PVD,,,,unisex,,1,2.59,USD,https://jewena.com/static/products/2d/JW-EAD8C0C2/v1_a2b6b026.webp,https://jewena.com/products/sleek-18k-gold-plated-316-flat-herringbone-chain-jewelry-set?variant=JW-EAD8C0C2-02,Jewena,external_reference,true
JW-EAD8C0C2-03,Sleek 18K Gold PVD 316 Stainless Steel Flat Herringbone Chain Jewelry Set - Gold 15+5 cm,ring,316,PVD,,,,unisex,,1,2.38,USD,https://jewena.com/static/products/2d/JW-EAD8C0C2/v2_4663b383.webp,https://jewena.com/products/sleek-18k-gold-plated-316-flat-herringbone-chain-jewelry-set?variant=JW-EAD8C0C2-03,Jewena,external_reference,true
JW-EAD8C0C2-04,Sleek 18K Gold PVD 316 Stainless Steel Flat Herringbone Chain Jewelry Set - Silver 15+5 cm,ring,316,PVD,,,,unisex,,1,2.38,USD,https://jewena.com/static/products/2d/JW-EAD8C0C2/v3_95ad27b8.webp,https://jewena.com/products/sleek-18k-gold-plated-316-flat-herringbone-chain-jewelry-set?variant=JW-EAD8C0C2-04,Jewena,external_reference,true
JW-EAD8C0C2-05,Sleek 18K Gold PVD 316 Stainless Steel Flat Herringbone Chain Jewelry Set - Gold Lobster Clasp 20+5 cm,ring,316,PVD,,,,unisex,,1,2.18,USD,https://jewena.com/static/products/2d/JW-EAD8C0C2/v4_6d510df5.webp,https://jewena.com/products/sleek-18k-gold-plated-316-flat-herringbone-chain-jewelry-set?variant=JW-EAD8C0C2-05,Jewena,external_reference,true
JW-BBDEA6CB-01,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Pearl Cluster / 7,ring,stainless steel,PVD,,,,unisex,,1,5.21,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v0_71064ebd.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-01,Jewena,external_reference,true
JW-BBDEA6CB-02,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Pearl Cluster / 8,ring,stainless steel,PVD,,,,unisex,,1,5.21,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v0_71064ebd.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-02,Jewena,external_reference,true
JW-BBDEA6CB-03,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Pearl Cluster / 9,ring,stainless steel,PVD,,,,unisex,,1,5.21,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v0_71064ebd.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-03,Jewena,external_reference,true
JW-BBDEA6CB-05,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Open Pearl / 7,ring,stainless steel,PVD,,,,unisex,,1,4.25,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v1_69a40b12.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-05,Jewena,external_reference,true
JW-BBDEA6CB-06,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Open Pearl / 8,ring,stainless steel,PVD,,,,unisex,,1,4.25,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v1_69a40b12.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-06,Jewena,external_reference,true
JW-BBDEA6CB-08,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Open Pearl / 6,ring,stainless steel,PVD,,,,unisex,,1,4.25,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v1_69a40b12.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-08,Jewena,external_reference,true
JW-BBDEA6CB-09,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Crystal Pearl Accent / 7,ring,stainless steel,PVD,,,,unisex,,1,4.18,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v2_ab008d99.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-09,Jewena,external_reference,true
JW-BBDEA6CB-10,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Crystal Pearl Accent / 8,ring,stainless steel,PVD,,,,unisex,,1,4.18,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v2_ab008d99.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-10,Jewena,external_reference,true
JW-BBDEA6CB-11,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Crystal Pearl Accent / 9,ring,stainless steel,PVD,,,,unisex,,1,4.18,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v2_ab008d99.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-11,Jewena,external_reference,true
JW-BBDEA6CB-13,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Oval Pearl Dome / 7,ring,stainless steel,PVD,,,,unisex,,1,4.18,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v3_e3587620.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-13,Jewena,external_reference,true
JW-BBDEA6CB-14,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Oval Pearl Dome / 8,ring,stainless steel,PVD,,,,unisex,,1,4.18,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v3_e3587620.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-14,Jewena,external_reference,true
JW-BBDEA6CB-16,Sculptural Pearl-Effect 18K Gold PVD Stainless Steel Open Ring - Gold Oval Pearl Dome / 6,ring,stainless steel,PVD,,,,unisex,,1,4.18,USD,https://jewena.com/static/products/e2/JW-BBDEA6CB/v3_e3587620.webp,https://jewena.com/products/sculptural-pearl-effect-18k-gold-plated-316-open-ring?variant=JW-BBDEA6CB-16,Jewena,external_reference,true
JW-5B9586A1-01,Celestial 18K Gold PVD Stainless Steel CZ Crescent Star Jewelry Set - Gold Star Moon CZ,jewelry,stainless steel,PVD,,,,unisex,,1,5.26,USD,https://jewena.com/static/products/cd/JW-5B9586A1/v0_4c69d47f.webp,https://jewena.com/products/celestial-18k-gold-plated-cz-crescent-star-jewelry-set?variant=JW-5B9586A1-01,Jewena,external_reference,true
JW-5B9586A1-02,Celestial 18K Gold PVD Stainless Steel CZ Crescent Star Jewelry Set - Gold Star Moon CZ 42+5 cm,jewelry,stainless steel,PVD,,,,unisex,,1,5.88,USD,https://jewena.com/static/products/cd/JW-5B9586A1/v1_7456105f.webp,https://jewena.com/products/celestial-18k-gold-plated-cz-crescent-star-jewelry-set?variant=JW-5B9586A1-02,Jewena,external_reference,true
JW-5B9586A1-03,Celestial 18K Gold PVD Stainless Steel CZ Crescent Star Jewelry Set - Gold Star Moon Open,jewelry,stainless steel,PVD,,,,unisex,,1,5.14,USD,https://jewena.com/static/products/cd/JW-5B9586A1/v2_2559d5b5.webp,https://jewena.com/products/celestial-18k-gold-plated-cz-crescent-star-jewelry-set?variant=JW-5B9586A1-03,Jewena,external_reference,true
JW-14B182D1-01,"Stainless Steel Hoop Earrings, Gold-Plated Bead C-Hoop - Gold",ring,stainless steel,gold-plated,,,,unisex,,1,4.47,USD,https://jewena.com/static/products/6f/JW-14B182D1/v0_6ecf42f5.webp,https://jewena.com/products/sculptural-18k-gold-plated-bead-c-hoop-earrings?variant=JW-14B182D1-01,Jewena,external_reference,true
JW-FB0E20E9-01,"Stainless Steel Stud Earrings, Gold-Plated Hammered Dome - Gold",ring,stainless steel,gold-plated,,,,unisex,,1,4.01,USD,https://jewena.com/static/products/4f/JW-FB0E20E9/v0_a89101e7.webp,https://jewena.com/products/sculptural-18k-gold-plated-hammered-dome-stud-earrings?variant=JW-FB0E20E9-01,Jewena,external_reference,true
JW-B744EA03-01,"Stainless Steel Hoop Earrings, Gold-Plated Ribbed Swirl - Gold",ring,stainless steel,gold-plated,,,,unisex,,1,4.18,USD,https://jewena.com/static/products/2e/JW-B744EA03/v0_d4744edd.webp,https://jewena.com/products/sculptural-18k-gold-plated-ribbed-swirl-hoop-earrings?variant=JW-B744EA03-01,Jewena,external_reference,true
JW-8A1FD8D2-01,"Stainless Steel Earrings, Gold-Plated Double Disc Drop - Gold",ring,stainless steel,gold-plated,,,,unisex,,1,4.73,USD,https://jewena.com/static/products/fc/JW-8A1FD8D2/v0_10460353.webp,https://jewena.com/products/sculptural-18k-gold-plated-double-disc-drop-earrings?variant=JW-8A1FD8D2-01,Jewena,external_reference,true
JW-8A1FD8D2-02,"Stainless Steel Earrings, Gold-Plated Double Disc Drop - Silver",ring,stainless steel,gold-plated,,,,unisex,,1,4.18,USD,https://jewena.com/static/products/fc/JW-8A1FD8D2/v1_959fbe75.webp,https://jewena.com/products/sculptural-18k-gold-plated-double-disc-drop-earrings?variant=JW-8A1FD8D2-02,Jewena,external_reference,true
JW-34AC0712-01,"Stainless Steel Earrings, Gold-Plated Oval Teardrop CZ - Gold",ring,stainless steel,gold-plated,,,,unisex,,1,6.33,USD,https://jewena.com/static/products/7f/JW-34AC0712/v0_04dc4eec.webp,https://jewena.com/products/sculptural-18k-gold-plated-oval-teardrop-cz-drop-earrings?variant=JW-34AC0712-01,Jewena,external_reference,true
JW-50C5D686-01,"Stainless Steel Stud Earrings, Gold-Plated Pearl Square - Gold",ring,stainless steel,gold-plated,,,,unisex,,1,6.33,USD,https://jewena.com/static/products/9f/JW-50C5D686/v0_4ec10e87.webp,https://jewena.com/products/architectural-gold-plated-pearl-square-stud-earrings?variant=JW-50C5D686-01,Jewena,external_reference,true
JW-CB1D97AF-01,Bezel Dot 18K Gold PVD Stainless Steel Open Cuff Ring - Silver Clear CZ,ring,stainless steel,PVD,,,,unisex,,1,3.01,USD,https://jewena.com/static/products/9d/JW-CB1D97AF/v0_ac624b46.webp,https://jewena.com/products/bezel-dot-18k-gold-plated-open-cuff-ring?variant=JW-CB1D97AF-01,Jewena,external_reference,true
JW-CB1D97AF-02,Bezel Dot 18K Gold PVD Stainless Steel Open Cuff Ring - Gold Clear CZ,ring,stainless steel,PVD,,,,unisex,,1,3.3,USD,https://jewena.com/static/products/9d/JW-CB1D97AF/v1_ac624b46.webp,https://jewena.com/products/bezel-dot-18k-gold-plated-open-cuff-ring?variant=JW-CB1D97AF-02,Jewena,external_reference,true
JW-CB1D97AF-03,Bezel Dot 18K Gold PVD Stainless Steel Open Cuff Ring - Silver Multi-Color CZ,ring,stainless steel,PVD,,,,unisex,,1,3.01,USD,https://jewena.com/static/products/9d/JW-CB1D97AF/v2_9d4d7c3c.webp,https://jewena.com/products/bezel-dot-18k-gold-plated-open-cuff-ring?variant=JW-CB1D97AF-03,Jewena,external_reference,true
JW-CB1D97AF-04,Bezel Dot 18K Gold PVD Stainless Steel Open Cuff Ring - Gold Multi-Color CZ,ring,stainless steel,PVD,,,,unisex,,1,3.3,USD,https://jewena.com/static/products/9d/JW-CB1D97AF/v3_3d2b92b9.webp,https://jewena.com/products/bezel-dot-18k-gold-plated-open-cuff-ring?variant=JW-CB1D97AF-04,Jewena,external_reference,true
JW-D97DF86C-01,"Stainless Steel Hoop Earrings, Faceted 18K Gold-Plated Huggie - Gold 8 mm (inner diameter)",ring,stainless steel,gold-plated,,,,unisex,,1,1.86,USD,https://jewena.com/static/products/67/JW-D97DF86C/v0_25c46c41.webp,https://jewena.com/products/faceted-18k-gold-plated-huggie-hoop-earrings?variant=JW-D97DF86C-01,Jewena,external_reference,true
JW-D97DF86C-02,"Stainless Steel Hoop Earrings, Faceted 18K Gold-Plated Huggie - Gold 10 mm (inner diameter)",ring,stainless steel,gold-plated,,,,unisex,,1,1.86,USD,https://jewena.com/static/products/67/JW-D97DF86C/v1_50f64aba.webp,https://jewena.com/products/faceted-18k-gold-plated-huggie-hoop-earrings?variant=JW-D97DF86C-02,Jewena,external_reference,true
JW-D97DF86C-03,"Stainless Steel Hoop Earrings, Faceted 18K Gold-Plated Huggie - Gold 12 mm (inner diameter)",ring,stainless steel,gold-plated,,,,unisex,,1,1.86,USD,https://jewena.com/static/products/67/JW-D97DF86C/v2_701f419e.webp,https://jewena.com/products/faceted-18k-gold-plated-huggie-hoop-earrings?variant=JW-D97DF86C-03,Jewena,external_reference,true
